Zip,City,State,Latitude,Longitude
10278,New York,NY,40.715721,-74.00395
10126,New York,NY,40.780751,-73.977182
10281,New York,NY,40.714643,-74.014958
10256,New York,NY,40.780751,-73.977182
10014,New York,NY,40.734718,-74.00532
10106,New York,NY,40.765243,-73.980438
10117,New York,NY,40.780751,-73.977182
10242,New York,NY,40.780751,-73.977182
10125,New York,NY,40.780751,-73.977182
10034,New York,NY,40.867653,-73.92
10038,New York,NY,40.709677,-74.00365
10154,New York,NY,40.757986,-73.97267
10172,New York,NY,40.755494,-73.97447
10199,New York,NY,40.750308,-74.00058
10292,New York,NY,40.780751,-73.977182
10023,New York,NY,40.776099,-73.98285
10035,New York,NY,40.802395,-73.93359
10261,New York,NY,40.780751,-73.977182
10013,New York,NY,40.720666,-74.00526
10129,New York,NY,40.780751,-73.977182
10004,New York,NJ,40.699226,-74.04118
10152,New York,NY,40.758611,-73.97223
10132,New York,NY,40.780751,-73.977182
10031,New York,NY,40.826201,-73.94879
10257,New York,NY,40.780751,-73.977182
10020,New York,NY,40.758667,-73.98024
10280,New York,NY,40.707467,-74.0178
10022,New York,NY,40.759015,-73.96732
10171,New York,NY,40.756099,-73.97401
10111,New York,NY,40.759235,-73.97775
10197,New York,NY,40.780751,-73.977182
10274,New York,NY,40.780751,-73.977182
10006,New York,NY,40.707904,-74.01342
10196,New York,NY,40.780751,-73.977182
10170,New York,NY,40.752859,-73.97608
10275,New York,NY,40.780751,-73.977182
10098,New York,NY,40.748181,-73.988421
10115,New York,NY,40.810906,-73.96375
10103,New York,NY,40.760915,-73.97785
10005,New York,NY,40.706019,-74.00858
10249,New York,NY,40.780751,-73.977182
10002,New York,NY,40.71704,-73.987
10090,New York,NY,40.780751,-73.977182
10156,New York,NY,40.780751,-73.977182
10184,New York,NY,40.780751,-73.977182
10046,New York,NY,40.780751,-73.977182
10033,New York,NY,40.848764,-73.93496
11302,New York,NY,40.75945,-73.715016
10019,New York,NY,40.765714,-73.9856
10047,New York,NY,40.780751,-73.977182
10095,New York,NY,40.748181,-73.988421
10164,New York,NY,40.780751,-73.977182
10015,New York,NY,40.780751,-73.977182
10286,New York,NY,40.714231,-74.011895
10162,New York,NY,40.769334,-73.94893
10041,New York,NY,40.703042,-74.01009
10009,New York,NY,40.727093,-73.97864
10260,New York,NY,40.780751,-73.977182
10269,New York,NY,40.780751,-73.977182
10212,New York,NY,40.780751,-73.977182
10021,New York,NY,40.76842,-73.96045
10101,New York,NY,40.780751,-73.977182
10027,New York,NY,40.812665,-73.95499
10185,New York,NY,40.780751,-73.977182
10165,New York,NY,40.752354,-73.9789
10282,New York,NY,40.717179,-74.01433
10036,New York,NY,40.759511,-73.99019
10174,New York,NY,40.751656,-73.97516
10032,New York,NY,40.840686,-73.94154
10265,New York,NY,40.780751,-73.977182
10179,New York,NY,40.780751,-73.977182
10158,New York,NY,40.749435,-73.9758
10045,New York,NY,40.70859,-74.008687
10030,New York,NY,40.818151,-73.94351
10285,New York,NY,40.71533,-74.016306
10008,New York,NY,40.780751,-73.977182
10113,New York,NY,40.780751,-73.977182
10107,New York,NY,40.766429,-73.982728
10087,New York,NY,40.780751,-73.977182
10173,New York,NY,40.754302,-73.97955
11517,New York,NY,40.679845,-73.986415
10133,New York,NY,40.780751,-73.977182
10001,New York,NY,40.750742,-73.99653
11286,New York,NY,40.658825,-74.004495
10213,New York,NY,40.780751,-73.977182
10082,New York,NY,40.780751,-73.977182
10028,New York,NY,40.776777,-73.9541
10104,New York,NY,40.760943,-73.979908
10153,New York,NY,40.763742,-73.97268
10178,New York,NY,40.751378,-73.978507
10043,New York,NY,40.780751,-73.977182
10167,New York,NY,40.754862,-73.97495
10169,New York,NY,40.754463,-73.97606
10120,New York,NY,40.750629,-73.989426
10258,New York,NY,40.780751,-73.977182
10150,New York,NY,40.780751,-73.977182
10024,New York,NY,40.786387,-73.97709
10273,New York,NY,40.780751,-73.977182
10079,New York,NY,40.780751,-73.977182
10025,New York,NY,40.798502,-73.96811
10157,New York,NY,40.780751,-73.977182
10128,New York,NY,40.781894,-73.95039
10270,New York,NY,40.706925,-74.008154
10124,New York,NY,40.780751,-73.977182
10069,New York,NY,40.775477,-73.9905
10105,New York,NY,40.762808,-73.978534
10161,New York,NY,40.780751,-73.977182
10272,New York,NY,40.780751,-73.977182
10277,New York,NY,40.780751,-73.977182
10096,New York,NY,40.780751,-73.977182
10003,New York,NY,40.732509,-73.98935
10151,New York,NY,40.763419,-73.973971
10271,New York,NY,40.708669,-74.01043
10175,New York,NY,40.754305,-73.979782
10279,New York,NY,40.713062,-74.00857
10155,New York,NY,40.761104,-73.968036
10108,New York,NY,40.780751,-73.977182
10112,New York,NY,40.759291,-73.97979
10055,New York,NY,40.780751,-73.977182
10211,New York,NY,40.780751,-73.977182
02113,Boston,MA,42.365028,-71.05636
02209,Boston,MA,42.338947,-70.919635
02110,Boston,MA,42.356532,-71.05365
02121,Boston,MA,42.307448,-71.08127
02122,Boston,MA,42.296298,-71.05454
02215,Boston,MA,42.346997,-71.10215
02208,Boston,MA,42.338947,-70.919635
02109,Boston,MA,42.361477,-71.05417
02119,Boston,MA,42.324511,-71.08455
02216,Boston,MA,42.338947,-70.919635
02118,Boston,MA,42.338724,-71.07276
02116,Boston,MA,42.349622,-71.07372
02115,Boston,MA,42.34308,-71.09268
02125,Boston,MA,42.316852,-71.05811
02266,Boston,MA,42.338947,-70.919635
02284,Boston,MA,42.338947,-70.919635
02108,Boston,MA,42.357903,-71.06408
02293,Boston,MA,42.338947,-70.919635
02205,Boston,MA,42.350334,-71.053877
02222,Boston,MA,42.367797,-71.06282
02212,Boston,MA,42.446396,-71.459405
02206,Boston,MA,42.338947,-70.919635
02203,Boston,MA,42.361485,-71.060364
02104,Boston,MA,42.338947,-70.919635
02128,Boston,MA,42.378297,-71.0255
02295,Boston,MA,42.338947,-70.919635
02103,Boston,MA,42.338947,-70.919635
02101,Boston,MA,42.370567,-71.026964
02133,Boston,MA,42.338947,-70.919635
02117,Boston,MA,42.338947,-70.919635
02127,Boston,MA,42.33499,-71.04562
02114,Boston,MA,42.361792,-71.06774
02202,Boston,MA,42.361094,-71.061814
02120,Boston,MA,42.332099,-71.09651
02163,Boston,MA,42.367946,-71.12056
02124,Boston,MA,42.28713,-71.07156
02207,Boston,MA,42.338947,-70.919635
02123,Boston,MA,42.338947,-70.919635
02106,Boston,MA,42.354318,-71.073449
02199,Boston,MA,42.34713,-71.08234
02196,Boston,MA,42.338947,-70.919635
02283,Boston,MA,42.338947,-70.919635
02112,Boston,MA,42.338947,-70.919635
02217,Boston,MA,42.338947,-70.919635
02241,Boston,MA,42.338947,-70.919635
02204,Boston,MA,42.338947,-70.919635
02102,Boston,MA,42.338947,-70.919635
02105,Boston,MA,42.338947,-70.919635
02107,Boston,MA,42.338947,-70.919635
02210,Boston,MA,42.347974,-71.04463
02297,Boston,MA,42.338947,-70.919635
02201,Boston,MA,42.338947,-70.919635
02211,Boston,MA,42.338947,-70.919635
02111,Boston,MA,42.349838,-71.06101
90038,Los Angeles,CA,34.089459,-118.3285
90063,Los Angeles,CA,34.045161,-118.1865
90065,Los Angeles,CA,34.107559,-118.22663
90095,Los Angeles,CA,33.786594,-118.298662
90013,Los Angeles,CA,34.044662,-118.24255
90011,Los Angeles,CA,34.007063,-118.25868
90008,Los Angeles,CA,34.009754,-118.33705
90033,Los Angeles,CA,34.050411,-118.21195
90101,Los Angeles,CA,33.786594,-118.298662
90048,Los Angeles,CA,34.073759,-118.37376
90047,Los Angeles,CA,33.958464,-118.30998
90078,Los Angeles,CA,33.786594,-118.298662
91671,Los Angeles,CA,34.175205,-118.382212
90072,Los Angeles,CA,33.786594,-118.298662
90062,Los Angeles,CA,34.003213,-118.3078
90097,Los Angeles,CA,33.786594,-118.298662
90060,Los Angeles,CA,33.786594,-118.298662
90774,Los Angeles,CA,33.783038,-118.238683
90076,Los Angeles,CA,33.786594,-118.298662
90032,Los Angeles,CA,34.08166,-118.17568
90080,Los Angeles,CA,33.786594,-118.298662
90077,Los Angeles,CA,34.101007,-118.45077
90051,Los Angeles,CA,33.786594,-118.298662
90052,Los Angeles,CA,33.786594,-118.298662
90006,Los Angeles,CA,34.048351,-118.2943
90035,Los Angeles,CA,34.05266,-118.38531
90056,Los Angeles,CA,33.986212,-118.37099
90022,Los Angeles,CA,34.023662,-118.15581
90034,Los Angeles,CA,34.03056,-118.39804
90020,Los Angeles,CA,34.06646,-118.30863
90057,Los Angeles,CA,34.061911,-118.27687
90093,Los Angeles,CA,33.786594,-118.298662
90043,Los Angeles,CA,33.987463,-118.334
90026,Los Angeles,CA,34.07851,-118.26596
90059,Los Angeles,CA,33.927471,-118.24778
90089,Los Angeles,CA,33.786594,-118.298662
90096,Los Angeles,CA,33.786594,-118.298662
90037,Los Angeles,CA,34.002063,-118.28737
90088,Los Angeles,CA,33.786594,-118.298662
90027,Los Angeles,CA,34.111208,-118.28842
90042,Los Angeles,CA,34.114558,-118.19233
90068,Los Angeles,CA,34.122058,-118.3379
90071,Los Angeles,CA,34.052709,-118.2559
90081,Los Angeles,CA,33.786594,-118.298662
90010,Los Angeles,CA,34.062709,-118.31481
90046,Los Angeles,CA,34.098908,-118.36241
90009,Los Angeles,CA,33.786594,-118.298662
90005,Los Angeles,CA,34.058911,-118.30848
90086,Los Angeles,CA,33.786594,-118.298662
90003,Los Angeles,CA,33.962714,-118.276
90001,Los Angeles,CA,33.972914,-118.24878
90067,Los Angeles,CA,34.056709,-118.41183
90049,Los Angeles,CA,34.067409,-118.47528
90002,Los Angeles,CA,33.948315,-118.24845
90084,Los Angeles,CA,33.786594,-118.298662
90036,Los Angeles,CA,34.07036,-118.34926
90094,Los Angeles,CA,33.786594,-118.298662
90079,Los Angeles,CA,33.786594,-118.298662
90091,Los Angeles,CA,33.786594,-118.298662
90024,Los Angeles,CA,34.063209,-118.43643
90055,Los Angeles,CA,33.786594,-118.298662
90064,Los Angeles,CA,34.03457,-118.42843
90082,Los Angeles,CA,33.786594,-118.298662
90025,Los Angeles,CA,34.045006,-118.44527
90030,Los Angeles,CA,33.786594,-118.298662
90103,Los Angeles,CA,33.786594,-118.298662
90050,Los Angeles,CA,33.786594,-118.298662
90007,Los Angeles,CA,34.026448,-118.2829
90083,Los Angeles,CA,33.786594,-118.298662
90061,Los Angeles,CA,33.923365,-118.27591
90018,Los Angeles,CA,34.029112,-118.3183
90029,Los Angeles,CA,34.090259,-118.29455
90016,Los Angeles,CA,34.029711,-118.35255
90044,Los Angeles,CA,33.953814,-118.29158
90045,Los Angeles,CA,33.960041,-118.3949
90099,Los Angeles,CA,33.786594,-118.298662
90040,Los Angeles,CA,33.997492,-118.15284
90031,Los Angeles,CA,34.07871,-118.2161
90023,Los Angeles,CA,34.023039,-118.20231
90021,Los Angeles,CA,34.029313,-118.24182
90174,Los Angeles,CA,33.786594,-118.298662
90012,Los Angeles,CA,34.061611,-118.23944
90015,Los Angeles,CA,34.038993,-118.26516
90014,Los Angeles,CA,34.042912,-118.25193
90074,Los Angeles,CA,33.786594,-118.298662
90087,Los Angeles,CA,33.786594,-118.298662
90017,Los Angeles,CA,34.052561,-118.26434
90053,Los Angeles,CA,33.786594,-118.298662
90039,Los Angeles,CA,34.110425,-118.25832
90070,Los Angeles,CA,33.786594,-118.298662
90041,Los Angeles,CA,34.137557,-118.20765
90004,Los Angeles,CA,34.07711,-118.30755
90019,Los Angeles,CA,34.048411,-118.34015
90058,Los Angeles,CA,34.000219,-118.22605
90185,Los Angeles,CA,33.786594,-118.298662
90066,Los Angeles,CA,34.002011,-118.43083
90028,Los Angeles,CA,34.098859,-118.32745
90075,Los Angeles,CA,33.786594,-118.298662
90073,Los Angeles,CA,33.786594,-118.298662
90102,Los Angeles,CA,33.786594,-118.298662
33233,Miami,FL,25.558428,-80.458168
33296,Miami,FL,25.558428,-80.458168
33168,Miami,FL,25.892185,-80.21032
33148,Miami,FL,25.558428,-80.458168
33110,Miami,FL,25.846874,-80.20827
33197,Miami,FL,25.558428,-80.458168
33183,Miami,FL,25.699968,-80.40811
33102,Miami,FL,25.558428,-80.458168
33165,Miami,FL,25.734828,-80.3583
33131,Miami,FL,25.767368,-80.1893
33257,Miami,FL,25.558428,-80.458168
33177,Miami,FL,25.595983,-80.40234
33243,Miami,FL,25.558428,-80.458168
33174,Miami,FL,25.763044,-80.35919
33172,Miami,FL,25.786634,-80.36151
33184,Miami,FL,25.759184,-80.40773
33192,Miami,FL,25.558428,-80.458168
33127,Miami,FL,25.813808,-80.2058
33299,Miami,FL,25.558428,-80.458168
33187,Miami,FL,25.596234,-80.4765
33153,Miami,FL,25.865523,-80.193619
33175,Miami,FL,25.733204,-80.41197
33242,Miami,FL,25.558428,-80.458168
33152,Miami,FL,25.795476,-80.312873
33111,Miami,FL,25.558428,-80.458168
33269,Miami,FL,25.558428,-80.458168
33247,Miami,FL,25.558428,-80.458168
33143,Miami,FL,25.702929,-80.29642
33146,Miami,FL,25.720728,-80.27255
33124,Miami,FL,25.558428,-80.458168
33188,Miami,FL,25.558428,-80.458168
33283,Miami,FL,25.558428,-80.458168
33161,Miami,FL,25.893372,-80.18164
33261,Miami,FL,25.558428,-80.458168
33238,Miami,FL,25.558428,-80.458168
33133,Miami,FL,25.730678,-80.2441
33255,Miami,FL,25.558428,-80.458168
33116,Miami,FL,25.558428,-80.458168
33114,Miami,FL,25.558428,-80.458168
33179,Miami,FL,25.95872,-80.17941
33196,Miami,FL,25.650232,-80.45925
33166,Miami,FL,25.824725,-80.30476
33181,Miami,FL,25.897372,-80.16048
33173,Miami,FL,25.702429,-80.36184
33190,Miami,FL,25.56071,-80.3494
33231,Miami,FL,25.558428,-80.458168
33121,Miami,FL,25.558428,-80.458168
33245,Miami,FL,25.558428,-80.458168
33265,Miami,FL,25.558428,-80.458168
33138,Miami,FL,25.853184,-80.18622
33128,Miami,FL,25.777143,-80.20225
33193,Miami,FL,25.70028,-80.44721
33122,Miami,FL,25.799962,-80.31775
33125,Miami,FL,25.782176,-80.23607
33195,Miami,FL,25.772876,-80.187019
33151,Miami,FL,25.832074,-80.20942
33194,Miami,FL,25.745549,-80.4651
33150,Miami,FL,25.851974,-80.20566
33234,Miami,FL,25.558428,-80.458168
33107,Miami,FL,25.558428,-80.458168
33142,Miami,FL,25.812625,-80.2369
33162,Miami,FL,25.929571,-80.17839
33189,Miami,FL,25.574834,-80.3467
33135,Miami,FL,25.766577,-80.23576
33144,Miami,FL,25.76226,-80.30839
33145,Miami,FL,25.753177,-80.23327
33155,Miami,FL,25.739011,-80.30685
33158,Miami,FL,25.637132,-80.31641
33157,Miami,FL,25.606583,-80.34859
33132,Miami,FL,25.784326,-80.18753
33176,Miami,FL,25.653431,-80.35999
33199,Miami,FL,25.558428,-80.458168
33167,Miami,FL,25.885739,-80.23264
33186,Miami,FL,25.662292,-80.40947
33154,Miami,FL,25.881391,-80.1276
33136,Miami,FL,25.786326,-80.2029
33129,Miami,FL,25.757227,-80.20656
33170,Miami,FL,25.559785,-80.41664
33280,Miami,FL,25.558428,-80.458168
33130,Miami,FL,25.768277,-80.20339
33163,Miami,FL,25.94497,-80.21452
33180,Miami,FL,25.962069,-80.14465
33156,Miami,FL,25.66558,-80.30688
33185,Miami,FL,25.723173,-80.43995
33256,Miami,FL,25.558428,-80.458168
33164,Miami,FL,25.558428,-80.458168
33126,Miami,FL,25.777977,-80.29718
33101,Miami,FL,25.779076,-80.19782
33134,Miami,FL,25.753927,-80.27034
33182,Miami,FL,25.781127,-80.40467
33137,Miami,FL,25.817325,-80.19046
33178,Miami,FL,25.837696,-80.36947
33169,Miami,FL,25.94267,-80.21276
33159,Miami,FL,25.558428,-80.458168
33147,Miami,FL,25.850124,-80.23773
33266,Miami,FL,25.558428,-80.458168
75294,Dallas,TX,32.767268,-96.777626
75255,Dallas,TX,32.669783,-96.614921
75374,Dallas,TX,32.767268,-96.777626
75252,Dallas,TX,32.998132,-96.79088
75275,Dallas,TX,32.767268,-96.777626
75202,Dallas,TX,32.77988,-96.80502
75392,Dallas,TX,32.767268,-96.777626
75355,Dallas,TX,32.767268,-96.777626
75389,Dallas,TX,32.767268,-96.777626
75356,Dallas,TX,32.767268,-96.777626
75270,Dallas,TX,32.78133,-96.80198
75220,Dallas,TX,32.867977,-96.86306
75234,Dallas,TX,32.925975,-96.88322
75368,Dallas,TX,32.767268,-96.777626
75215,Dallas,TX,32.76103,-96.77035
75231,Dallas,TX,32.874317,-96.74764
75251,Dallas,TX,32.919104,-96.77497
75382,Dallas,TX,32.767268,-96.777626
75373,Dallas,TX,32.767268,-96.777626
75379,Dallas,TX,32.767268,-96.777626
75214,Dallas,TX,32.825628,-96.74872
75210,Dallas,TX,32.77103,-96.74732
75246,Dallas,TX,32.791878,-96.77365
75363,Dallas,TX,32.767268,-96.777626
75393,Dallas,TX,32.767268,-96.777626
75216,Dallas,TX,32.710082,-96.7972
75326,Dallas,TX,32.767268,-96.777626
75238,Dallas,TX,32.873926,-96.70922
75242,Dallas,TX,32.767268,-96.777626
75250,Dallas,TX,32.767268,-96.777626
75247,Dallas,TX,32.817978,-96.87928
75207,Dallas,TX,32.78643,-96.81992
75263,Dallas,TX,32.767268,-96.777626
75285,Dallas,TX,32.767268,-96.777626
75223,Dallas,TX,32.792879,-96.74918
75287,Dallas,TX,32.998786,-96.84436
75336,Dallas,TX,32.767268,-96.777626
75323,Dallas,TX,32.767268,-96.777626
75232,Dallas,TX,32.664034,-96.83886
75376,Dallas,TX,32.767268,-96.777626
75283,Dallas,TX,32.767268,-96.777626
75240,Dallas,TX,32.938774,-96.78543
75381,Dallas,TX,32.767268,-96.777626
75388,Dallas,TX,32.767268,-96.777626
75212,Dallas,TX,32.78238,-96.86945
75245,Dallas,TX,32.922499,-96.535191
75204,Dallas,TX,32.800333,-96.78952
75226,Dallas,TX,32.783978,-96.77662
75353,Dallas,TX,32.767268,-96.777626
75264,Dallas,TX,32.767268,-96.777626
75205,Dallas,TX,32.836094,-96.79524
75301,Dallas,TX,32.767268,-96.777626
75230,Dallas,TX,32.901176,-96.79054
75254,Dallas,TX,32.946069,-96.794496
75364,Dallas,TX,32.767268,-96.777626
75221,Dallas,TX,32.814728,-96.787725
75237,Dallas,TX,32.666984,-96.87633
75398,Dallas,TX,32.767268,-96.777626
75357,Dallas,TX,32.767268,-96.777626
75219,Dallas,TX,32.812462,-96.81412
75315,Dallas,TX,32.767268,-96.777626
75228,Dallas,TX,32.825227,-96.67955
75387,Dallas,TX,32.767268,-96.777626
75359,Dallas,TX,32.767268,-96.777626
75262,Dallas,TX,32.767268,-96.777626
75386,Dallas,TX,32.767268,-96.777626
75239,Dallas,TX,32.767268,-96.777626
75222,Dallas,TX,32.767268,-96.777626
75390,Dallas,TX,32.767268,-96.777626
75260,Dallas,TX,32.767268,-96.777626
75229,Dallas,TX,32.895376,-96.85985
75397,Dallas,TX,32.767268,-96.777626
75206,Dallas,TX,32.826128,-96.7712
75235,Dallas,TX,32.828128,-96.84612
75209,Dallas,TX,32.845978,-96.82552
75360,Dallas,TX,32.767268,-96.777626
75201,Dallas,TX,32.787629,-96.79941
75350,Dallas,TX,32.767268,-96.777626
75342,Dallas,TX,32.767268,-96.777626
75346,Dallas,TX,32.767268,-96.777626
75378,Dallas,TX,32.767268,-96.777626
75249,Dallas,TX,32.639661,-96.95317
75236,Dallas,TX,32.685533,-96.91746
75284,Dallas,TX,32.767268,-96.777626
75367,Dallas,TX,32.767268,-96.777626
75248,Dallas,TX,32.968123,-96.78863
75265,Dallas,TX,32.767268,-96.777626
75267,Dallas,TX,32.767268,-96.777626
75225,Dallas,TX,32.862876,-96.7904
75258,Dallas,TX,32.767268,-96.777626
75208,Dallas,TX,32.751464,-96.83864
75313,Dallas,TX,32.767268,-96.777626
75217,Dallas,TX,32.72238,-96.67582
75354,Dallas,TX,32.767268,-96.777626
75396,Dallas,TX,32.767268,-96.777626
75370,Dallas,TX,32.767268,-96.777626
75371,Dallas,TX,32.767268,-96.777626
75310,Dallas,TX,32.767268,-96.777626
75295,Dallas,TX,32.767268,-96.777626
75233,Dallas,TX,32.704398,-96.87222
75320,Dallas,TX,32.767268,-96.777626
75380,Dallas,TX,32.767268,-96.777626
75277,Dallas,TX,32.767268,-96.777626
75227,Dallas,TX,32.77003,-96.69
75243,Dallas,TX,32.912225,-96.73688
75339,Dallas,TX,32.767268,-96.777626
75394,Dallas,TX,32.767268,-96.777626
75312,Dallas,TX,32.767268,-96.777626
75224,Dallas,TX,32.716065,-96.83987
75303,Dallas,TX,32.767268,-96.777626
75241,Dallas,TX,32.669383,-96.77439
75286,Dallas,TX,32.767268,-96.777626
75244,Dallas,TX,32.922624,-96.83616
75253,Dallas,TX,32.679924,-96.60367
75261,Dallas,TX,32.767268,-96.777626
75211,Dallas,TX,32.736931,-96.88253
75218,Dallas,TX,32.842726,-96.69937
75372,Dallas,TX,32.767268,-96.777626
75395,Dallas,TX,32.767268,-96.777626
75391,Dallas,TX,32.767268,-96.777626
75203,Dallas,TX,32.745831,-96.80672
75266,Dallas,TX,32.767268,-96.777626
37217,Nashville,TN,36.103408,-86.66616
37245,Nashville,TN,36.186605,-86.785248
37238,Nashville,TN,36.186605,-86.785248
37224,Nashville,TN,36.186605,-86.785248
37205,Nashville,TN,36.113558,-86.86207
37229,Nashville,TN,36.186605,-86.785248
37204,Nashville,TN,36.112058,-86.77626
37208,Nashville,TN,36.174806,-86.80252
37247,Nashville,TN,36.186605,-86.785248
37211,Nashville,TN,36.079259,-86.72584
37236,Nashville,TN,36.186605,-86.785248
37207,Nashville,TN,36.215535,-86.77317
37230,Nashville,TN,36.186605,-86.785248
37201,Nashville,TN,36.164556,-86.77738
37232,Nashville,TN,36.186605,-86.785248
37243,Nashville,TN,36.167606,-86.784498
37235,Nashville,TN,36.186605,-86.785248
37242,Nashville,TN,36.186605,-86.785248
37241,Nashville,TN,36.186605,-86.785248
37203,Nashville,TN,36.152607,-86.78927
37221,Nashville,TN,36.065032,-86.94674
37222,Nashville,TN,36.056164,-86.980116
37244,Nashville,TN,36.186605,-86.785248
